genre	filename	year	id	score	sentence1	sentence2
main-captions	MSRvid	2012test	0065	5.000	사람이 양파를 잘랐다.	사람이 양파를 자르고 있다.
main-captions	MSRvid	2012test	0068	1.000	한 남자가 피아노를 치고 있다.	한 여성이 바이올린을 연주하고 있다.
main-captions	MSRvid	2012test	0069	1.000	한 여성이 플루트를 연주하고 있다.	남자가 기타를 치고 있다.
main-captions	MSRvid	2012test	0070	2.375	남자가 감자를 자르고 있다.	남자가 당근을 자르고 있다.
main-captions	MSRvid	2012test	0071	3.800	한 아이가 기타를 치고 있다.	한 소년이 기타를 치고 있다.
main-captions	MSRvid	2012test	0072	3.200	한 소년이 기타를 치고 있다.	남자가 기타를 치고 있다.
main-captions	MSRvid	2012test	0073	3.200	남자가 기타를 치고 있다.	한 소년이 기타를 치고 있다.
main-captions	MSRvid	2012test	0075	4.400	어린 소년이 키보드를 연주하고 있다.	한 소년이 키보드를 하고 있다.
main-captions	MSRvid	2012test	0077	3.750	남자가 기타를 치고 있다.	한 남자가 일렉트릭 기타를 연주하고 있다.
main-captions	MSRvid	2012test	0078	4.750	개가 아기를 핥는다.	개가 아기를 핥고 있다.
main-captions	MSRvid	2012test	0080	3.200	한 여성이 양파를 자르고 있다.	남자가 양파를 자르고 있다.
main-captions	MSRvid	2012test	0081	1.556	남자가 기타를 치고 있다.	남자가 드럼을 치고 있다.
main-captions	MSRvid	2012test	0083	3.938	여자가 후추를 썰고 있다.	여자가 고추를 자르고 있다.
main-captions	MSRvid	2012test	0084	5.000	남자가 드럼을 치고 있다.	남자가 드럼을 연주한다.
main-captions	MSRvid	2012test	0085	5.000	여자가 말을 탄다.	여자가 말을 타고 있다.
main-captions	MSRvid	2012test	0086	4.000	남자가 나무 옆에서 바나나를 먹고 있다.	한 남자가 바나나를 먹고 있다.
main-captions	MSRvid	2012test	0087	1.600	고양이가 키보드를 연주하고 있다.	한 남자가 두 개의 키보드를 연주하고 있다.
main-captions	MSRvid	2012test	0089	4.750	한 남자가 도끼로 나무를 베다.	한 남자가 도끼로 나무를 베었다.
main-captions	MSRvid	2012test	0090	3.500	한 아이가 장난감 전화기로 놀고 있다.	한 어린 소년이 장난감 전화기로 놀고 있다.
main-captions	MSRvid	2012test	0093	1.400	한 남자가 오토바이를 타고 있다.	남자가 말을 타고 있다.
main-captions	MSRvid	2012test	0094	1.400	한 남자가 오토바이를 타고 있다.	남자가 말을 타고 있다.
main-captions	MSRvid	2012test	0099	4.000	다람쥐가 원을 그리며 빙빙 돌고 있다.	다람쥐가 원을 그리며 돌고 있다.
main-captions	MSRvid	2012test	0101	5.000	남자와 여자가 키스하고 있다.	남자와 여자의 키스...
main-captions	MSRvid	2012test	0102	3.833	한 남자가 차에 타고 있다.	한 남자가 차고에서 차에 타고 있다.
main-captions	MSRvid	2012test	0104	0.600	남자가 춤을 추고 있다.	남자가 말하고 있다.
main-captions	MSRvid	2012test	0105	2.917	한 남자가 기타를 치고 노래를 부르고 있다.	남자가 기타를 치고 있다.
main-captions	MSRvid	2012test	0106	4.200	사람이 버섯을 자르고 있다.	사람이 칼로 버섯을 자르고 있다.
main-captions	MSRvid	2012test	0108	2.000	호랑이 새끼가 소리를 내고 있다.	호랑이가 주위를 돌아다니고 있다.
main-captions	MSRvid	2012test	0109	2.600	사람이 양파를 자르고 있다.	사람이 양파 껍질을 벗기고 있다.
main-captions	MSRvid	2012test	0110	1.600	한 남자가 피아노를 치고 있다.	남자가 트럼펫을 연주하고 있다.
main-captions	MSRvid	2012test	0111	2.000	한 여성이 감자 껍질을 벗기고 있다.	여자가 사과 껍질을 벗기고 있다.
main-captions	MSRvid	2012test	0112	4.200	판카가 대나무를 먹고 있다.	판다 곰이 대나무를 먹고 있다.
main-captions	MSRvid	2012test	0113	2.000	사람이 양파 껍질을 벗기고 있다.	사람이 가지를 껍질을 벗기고 있다.
main-captions	MSRvid	2012test	0114	4.800	원숭이는 다른 원숭이를 밀고 갑니다.	원숭이가 다른 원숭이를 밀었다.
main-captions	MSRvid	2012test	0115	4.400	다람쥐가 원을 그리며 돌고 있다.	다람쥐가 원을 그리며 움직이고 있다.
main-captions	MSRvid	2012test	0116	5.000	남자가 신발끈을 묶고 있다.	남자가 신발 끈을 묶는다.
main-captions	MSRvid	2012test	0117	3.000	한 소년이 노래를 부르고 피아노를 치고 있다.	한 소년이 피아노를 치고 있다.
main-captions	MSRvid	2012test	0118	4.250	개가 물 멜론을 먹고 있다.	개가 수박 한 조각을 먹고 있다.
main-captions	MSRvid	2012test	0119	4.250	한 여성이 브로콜리를 자르고 있다.	한 여성이 칼로 브로콜리를 자르고 있다.
main-captions	MSRvid	2012test	0120	3.800	남자가 감자 껍질을 벗기고 있다.	한 남자가 감자 껍질을 벗겼다.
main-captions	MSRvid	2012test	0121	2.400	한 여성이 기타를 치고 있다.	남자가 기타를 연주한다.
main-captions	MSRvid	2012test	0123	1.600	한 여성이 토마토를 자르고 있다.	남자가 양파를 썰고 있다.
main-captions	MSRvid	2012test	0125	2.000	한 남자가 수중에서 수영을 한다.	한 여성이 물속에서 수영하고 있다.
main-captions	MSRvid	2012test	0126	1.600	남자와 여자가 이야기를 하고 있다.	한 남자와 여자가 먹고 있다.
main-captions	MSRvid	2012test	0129	4.000	작은 개가 요가공을 쫓고 있다.	개가 공을 쫓고 있다.
main-captions	MSRvid	2012test	0130	2.200	남자들이 크리켓을 하고 있다.	남자들이 농구를 하고 있다.
main-captions	MSRvid	2012test	0131	4.400	한 남자가 오토바이를 타고 떠난다.	한 남자가 오토바이를 타고 있다.
main-captions	MSRvid	2012test	0132	3.600	남자가 기타를 치고 있다.	한 남자가 기타를 부르고 연주하고 있다.
main-captions	MSRvid	2012test	0133	3.600	그 남자는 전화로 말했다.	남자가 전화로 말하고 있다.
main-captions	MSRvid	2012test	0135	0.500	남자가 낚시를 하고 있다.	남자가 운동을 하고 있다.
main-captions	MSRvid	2012test	0136	0.800	남자가 공중 부양하고 있다.	남자가 말하고 있다.
main-captions	MSRvid	2012test	0138	0.600	두 소년이 운전을 하고 있다.	두 개의 만이 춤추고 있다.
main-captions	MSRvid	2012test	0141	2.600	남자가 말을 타고 있다.	한 소녀가 말을 타고 있다.
main-captions	MSRvid	2012test	0142	2.000	한 남자가 자전거를 타고 있다.	원숭이가 자전거를 타고 있다.
main-captions	MSRvid	2012test	0143	2.200	한 남자가 감자를 썰고 있다.	한 여성이 감자 껍질을 벗기고 있다.
main-captions	MSRvid	2012test	0144	2.400	한 여성이 감자 껍질을 벗기고 있다.	남자가 감자를 자르고 있다.
main-captions	MSRvid	2012test	0145	3.600	남자가 기타를 치고 있다.	소뇌는 기타를 치고 있다.
main-captions	MSRvid	2012test	0148	2.200	한 여성이 부추를 자르고 있다.	한 여성이 생강을 썰고 있다.
main-captions	MSRvid	2012test	0149	4.800	남자가 종이 접시를 잘랐다.	남자가 종이 접시를 자르고 있다.
main-captions	MSRvid	2012test	0151	1.643	남자가 기타를 연주하고 있다.	남자가 플루트를 연주하고 있다.
main-captions	MSRvid	2012test	0152	1.750	한 남자가 피아노를 치고 있다.	남자가 바이올린을 연주하고 있다.
main-captions	MSRvid	2012test	0154	2.250	한 여성이 고기를 썰고 있다.	여자가 고기를 구우고 있다.
main-captions	MSRvid	2012test	0155	4.000	한 남자가 키보드를 가지고 놀고 있다.	한 남자가 키보드 피아노를 연주하고 있다.
main-captions	MSRvid	2012test	0157	4.800	그 숙녀는 양파를 잘랐다.	그 여자는 양파를 잘랐다.
main-captions	MSRvid	2012test	0158	3.200	누군가가 물속에 국수를 넣고 있다.	한 여성이 물 속에서 국수를 끓이고 있다.
main-captions	MSRvid	2012test	0160	4.000	라이오넬 리치가 천장에서 춤을 추고 있다.	라이오넬 리치는 천장에 서서 춤을 춘다.
main-captions	MSRvid	2012test	0161	4.400	남자가 피아노를 치고 있다.	사람이 피아노를 치고 있다.
main-captions	MSRvid	2012test	0163	4.600	한 여성이 플루트를 연주하고 있다.	한 여성이 플루트를 연주한다.
main-captions	MSRvid	2012test	0164	3.800	소년이 달력을 확인하고 있다.	소년이 달력을 보고 있다.
main-captions	MSRvid	2012test	0165	4.800	여자가 양파를 자르고 있다.	여자가 양파를 잘랐다.
main-captions	MSRvid	2012test	0166	4.857	남자가 기타를 치고 있다.	남자가 기타를 연주한다.
main-captions	MSRvid	2012test	0167	5.000	한 여성이 재봉틀을 사용하고 있다.	한 여성이 기계에 바느질하고 있다.
main-captions	MSRvid	2012test	0168	2.533	한 여성이 팬케이크를 뒤집고 있다.	만화 요리사가 팬케이크를 뒤집고 있다.
main-captions	MSRvid	2012test	0172	1.000	한 남자가 도로를 달리고 있다.	차가 도로를 따라 운전하고 있다.
main-captions	MSRvid	2012test	0175	1.000	남자가 말을 타고 있다.	한 남자가 전화로 말하고 있다.
main-captions	MSRvid	2012test	0176	2.000	남자가 자전거를 타고 있다.	남자가 말을 타고 있다.
main-captions	MSRvid	2012test	0178	0.143	여자가 춤을 추고 있다.	남자가 먹고 있다.
main-captions	MSRvid	2012test	0179	2.000	남자가 피아노를 치고 있다.	남자가 플루트를 연주하고 있다.
main-captions	MSRvid	2012test	0180	1.600	남자가 플루트를 연주하고 있다.	남자가 피아노를 치고 있다.
main-captions	MSRvid	2012test	0182	1.600	남자가 빙글빙글 돌고 있다.	남자가 춤을 추고 있다.
main-captions	MSRvid	2012test	0184	3.400	원숭이가 사지에서 사지로 흔들리고 있다.	원숭이가 나무에서 나무로 흔들리고 있다.
main-captions	MSRvid	2012test	0185	4.000	사람들이 기차에서 내렸다.	사람들은 역에서 기차에서 내렸다.
main-captions	MSRvid	2012test	0187	4.800	개가 트램폴린을 타고 뛰어오르고 있다.	개 한 마리가 트램폴린을 타고 튕겨 나온다.
main-captions	MSRvid	2012test	0188	2.500	한 소년이 악기를 연주하고 있다.	남자가 트럼펫을 연주하고 있다.
main-captions	MSRvid	2012test	0190	1.750	한 여성이 기타를 연주한다.	한 남자가 기타를 부르고 연주한다.
main-captions	MSRvid	2012test	0191	1.000	여자가 캔을 따고 있다.	한 여성이 토마토를 자르고 있다.
main-captions	MSRvid	2012test	0192	5.000	남자가 밧줄을 타고 올라가고 있다.	한 남자가 밧줄을 타고 올라간다.
main-captions	MSRvid	2012test	0193	1.400	남자가 차를 들어 올리고 있다.	한 남자가 벽을 오르고 있다.
main-captions	MSRvid	2012test	0195	4.000	한 남자와 여자가 지프를 타고 거리를 운전하고 있다.	한 남자와 여자가 야외 차량을 타고 길을 따라 운전하고 있다.
main-captions	MSRvid	2012test	0196	3.800	셔츠를 벗은 남자는 의자에 앉아 있었다.	셔츠를 벗은 남자가 의자에 앉아 있다.
main-captions	MSRvid	2012test	0198	4.000	두 여자가 레슬링을 하고 있다.	두 여자가 바닥에서 씨름하고 있다.
main-captions	MSRvid	2012test	0199	4.000	강아지는 파란 테니스 공으로 경기를 했다.	강아지가 테니스 공을 가지고 놀고 있다.
main-captions	MSRvid	2012test	0200	4.800	캥거루가 뭔가를 먹고 있다.	캥거루가 먹고 있다.
main-captions	MSRvid	2012test	0201	0.600	고양이가 피아노를 치고 있다.	남자가 기타를 치고 있다.
main-captions	MSRvid	2012test	0202	4.750	남자가 칼로 카펫을 베었다.	남자가 칼로 카펫을 자르고 있다.
main-captions	MSRvid	2012test	0203	2.200	한 여성이 전동 스쿠터를 타고 길을 따라 내려간다.	남자가 모터 스쿠터를 타고 있다.
main-captions	MSRvid	2012test	0204	3.000	누군가가 야채를 자르고 있다.	누군가가 토마토를 자르고 있다.
main-captions	MSRvid	2012test	0205	0.000	여자가 춤을 추고 있다.	남자가 말하고 있다.
main-captions	MSRvid	2012test	0207	2.200	개가 아기의 침을 핥는다.	개가 아기를 핥는다.
main-captions	MSRvid	2012test	0208	0.400	남자가 보트를 노를 저고 있다.	한 남자가 토마토를 자르고 있다.
main-captions	MSRvid	2012test	0210	4.800	한 남자가 감자를 잘라낸다.	한 남자가 감자를 썰다.
main-captions	MSRvid	2012test	0212	4.800	한 여성이 마늘을 잘게 자르고 있다.	여자가 마늘을 썰고 있다.
main-captions	MSRvid	2012test	0214	3.800	동물이 원을 그리며 달리고 있다.	다람쥐가 원을 그리며 달린다.
main-captions	MSRvid	2012test	0215	3.000	한 남자가 밧줄 다리를 천천히 건너고 있다.	한 소년이 다리를 건너고 있다.
main-captions	MSRvid	2012test	0216	4.000	남자가 기타를 치고 있다.	방에 앉아 있는 한 남자가 기타를 치고 있다.
main-captions	MSRvid	2012test	0217	5.000	한 남자가 플루트를 연주한다.	남자가 플루트를 연주하고 있다.
main-captions	MSRvid	2012test	0221	3.800	한 여성이 달걀 두 개를 유리 그릇에 찢는다.	여자가 달걀을 그릇에 깨고 있다.
main-captions	MSRvid	2012test	0223	3.000	남자가 생선을 자르고 있다.	남자는 물고기를 내장으로 찔러 낸다.
main-captions	MSRvid	2012test	0224	4.400	두 남자가 여행 가방을 차 트렁크에 넣고 있다.	남자들이 차 트렁크에 여행 가방을 넣고 있다.
main-captions	MSRvid	2012test	0226	3.800	어떤 남자는 토마토에 기름을 붓는다.	남자는 잘린 토마토에 기름을 부었다.
main-captions	MSRvid	2012test	0227	3.000	남자가 무언가를 자르고 있다.	남자가 빵을 자르고 있다.
main-captions	MSRvid	2012test	0230	0.667	남자가 카누를 노를 저고 있다.	남자가 하프를 연주하고 있다.
main-captions	MSRvid	2012test	0231	4.000	한 남자와 여자가 숲을 함께 걷고 있다.	한 남자와 여자가 숲이 우거진 지역을 팔짱을 끼고 걷고 있다.
main-captions	MSRvid	2012test	0233	3.750	그 여자는 캥거루를 집어 들었다.	한 여성이 아기 캥거루를 집어 든다.
main-captions	MSRvid	2012test	0234	4.133	물고기가 수영하고 있다.	물고기가 수영을 하고 있다.
main-captions	MSRvid	2012test	0235	4.000	두 명의 여성이 음식물 처리기에 뭔가를 섞는다.	두 여자가 믹서기로 뭔가를 만든다.
main-captions	MSRvid	2012test	0237	3.600	사람이 큰 파도를 타고 있다.	사람이 서핑을 하고 있다.
main-captions	MSRvid	2012test	0238	1.200	남자가 기타를 치고 있다.	남자가 목표물을 찌르고 있다.
main-captions	MSRvid	2012test	0239	1.600	한 남자가 밴드에서 플루트를 연주하고 있다.	남자가 기타를 치고 있다.
main-captions	MSRvid	2012test	0240	4.000	그 남자는 빵 덩어리에 버터를 뿌렸다.	한 남자가 빵에 버터를 바르고 있다.
main-captions	MSRvid	2012test	0241	4.000	사람이 국수를 끓이고 있다.	한 여성이 물 속에서 국수를 끓이고 있다.
main-captions	MSRvid	2012test	0243	3.200	한 무리의 사람들이 언덕에서 춤을 춘다.	한 무리의 사람들이 춤을 추고 있다.
main-captions	MSRvid	2012test	0245	1.000	한 남자가 밖에서 춤을 추고 있다.	남자가 플루트를 연주하고 있다.
main-captions	MSRvid	2012test	0246	1.000	여자가 남자에게 먹이를 주고 있다.	한 여성이 고기를 섞고 있다.
main-captions	MSRvid	2012test	0247	0.600	한 남자가 오븐에 팬을 넣고 있다.	여자가 양파를 자르고 있다.
main-captions	MSRvid	2012test	0249	0.400	한 여성이 책상에 앉아 있다.	여자가 당나귀를 타고 있다.
main-captions	MSRvid	2012test	0250	3.400	의료진은 환자를 들것에 실어 운반한다.	의사가 환자를 들것에 싣고 달려간다.
main-captions	MSRvid	2012test	0252	3.600	한 여성이 무대에서 플루트를 연주하고 있다.	여자가 플루트를 연주하고 있다.
main-captions	MSRvid	2012test	0254	3.000	두 마리의 아기 판다가 놀고 있다.	두 개의 판다가 함께 누워 있다.
main-captions	MSRvid	2012test	0256	4.000	아기가 웃고 있다.	아기가 웃고 낄낄거리고 있다.
main-captions	MSRvid	2012test	0257	1.200	남자가 기타를 치고 있다.	한 소년이 피아노를 치고 있다.
main-captions	MSRvid	2012test	0259	0.600	남자가 종이를 접고 있다.	여자가 후추를 썰고 있다.
main-captions	MSRvid	2012test	0260	1.600	세 명의 여성이 춤을 추고 있다.	남자가 춤을 추고 있다.
main-captions	MSRvid	2012test	0262	2.600	고양이들이 서로 놀고 있다.	두 마리의 고양이가 서로 싸우고 있다.
main-captions	MSRvid	2012test	0263	3.600	사람이 글을 쓰고 있다.	사람이 연필로 글을 쓰고 있다.
main-captions	MSRvid	2012test	0267	3.500	남자가 달리고 있다.	한 남자가 길을 달리고 있다.
main-captions	MSRvid	2012test	0268	3.765	여자가 반죽을 굴리고 있다.	한 여성이 밀가루를 뿌리고 반죽을 굴리고 있다.
main-captions	MSRvid	2012test	0269	2.750	한 여성이 고기에 향신료를 첨가하고 있다.	여자가 고기에 설탕을 첨가하고 있다.
main-captions	MSRvid	2012test	0270	2.250	한 여성이 생선에 기름을 첨가하고 있다.	한 여성이 생선에 물을 붓고 있다.
main-captions	MSRvid	2012test	0271	2.750	어린 소년이 기타를 들고 있다.	어린 소년이 기타를 치고 있다.
main-captions	MSRvid	2012test	0272	3.800	치타가 달리고 있다.	치타가 들판을 가로질러 달리고 있다.
main-captions	MSRvid	2012test	0273	4.800	남자가 피자를 먹고 있다.	한 남자가 피자 한 조각을 먹고 있다.
main-captions	MSRvid	2012test	0274	3.600	오랑우탄이 버스를 타고 있다.	원숭이가 버스를 타고 있다.
main-captions	MSRvid	2012test	0275	1.200	남자와 여자는 식당에서 이야기를 한다.	남자와 여자가 자전거를 타고 있다.
main-captions	MSRvid	2012test	0277	0.400	남자가 기타를 치고 있다.	남자가 유리문을 청소하고 있다.
main-captions	MSRvid	2012test	0278	2.400	한 소녀가 노래를 부르고 기타를 치고 있다.	한 젊은이가 기타를 연주하면서 노래를 부르고 있다.
main-captions	MSRvid	2012test	0282	3.941	한 소녀가 수화로 의사소통을 하고 있다.	한 어린 소녀가 수화를 사용하고 있다.
main-captions	MSRvid	2012test	0283	0.500	여자가 체중 운동을 하고 있다.	여자가 머리를 하고 있다.
main-captions	MSRvid	2012test	0284	3.750	한 남자가 차 안에 들어가고 있다.	노인이 빨간 차에 타고 있다.
main-captions	MSRvid	2012test	0285	4.000	커다란 녹색 공이 감자를 넘어뜨린다.	커다란 녹색 공이 감자를 때린다.
main-captions	MSRvid	2012test	0287	3.000	고양이가 키보드를 연주하고 있다.	고양이가 피아노를 치고 있다.
main-captions	MSRvid	2012test	0288	4.200	두 마리의 개가 수영장에서 수영을 합니다.	개들이 수영장에서 수영하고 있다.
main-captions	MSRvid	2012test	0290	2.000	그 남자는 양파를 자르기 위해 헬리콥터를 사용했다.	그 남자는 감자를 자르기 위해 기계를 사용했다.
main-captions	MSRvid	2012test	0291	5.000	여자가 두부를 썰다.	여자가 두부를 자르고 있다.
main-captions	MSRvid	2012test	0292	3.000	한 무리의 사슴이 길을 건너고 있다.	순록 무리가 길을 건너고 있다.
main-captions	MSRvid	2012test	0293	3.800	사람이 말을 타고 있다.	남자가 말을 타고 있다.
main-captions	MSRvid	2012test	0294	0.000	누군가가 동물에게 먹이를 주고 있다.	누군가 피아노를 치고 있다.
main-captions	MSRvid	2012test	0295	0.000	누군가가 토르틸라를 썰고 있다.	누군가가 말을 타고 있다.
main-captions	MSRvid	2012test	0296	0.250	누군가가 불임제를 섞고 있다.	누군가가 바느질하고 있다.
main-captions	MSRvid	2012test	0297	4.000	수탉이 죽은 쥐를 쪼아 먹는다.	닭이 죽은 쥐를 쪼고 있다.
main-captions	MSRvid	2012test	0298	3.250	한 여성이 캥거루를 들고 있다.	한 여성이 캥거루를 집어 들고 있다.
main-captions	MSRvid	2012test	0299	0.750	남자가 개구리와 놀고 있다	고양이가 카메라로 놀고 있다.
main-captions	MSRvid	2012test	0300	1.500	두 남자가 이야기를 하고 있다.	두 남자가 기타를 치고 있다.
main-captions	MSRvid	2012test	0303	3.500	한 남자가 큰 빵 조각에 버터를 뿌린다.	한 남자가 마늘 빵에 버터를 바르고 있다.
main-captions	MSRvid	2012test	0304	3.000	한 남자가 높은 전선을 가로질러 달리고 있다.	남자가 밧줄로 달리고 있다.
main-captions	MSRvid	2012test	0307	0.200	남자가 잔디를 깎고 있다.	여자가 레몬을 자르고 있다.
main-captions	MSRvid	2012test	0309	0.800	남자가 문을 열고 있다.	남자가 기타를 치고 있다.
main-captions	MSRvid	2012test	0311	4.200	한 남자가 감자를 조각조각 자르고 있다.	남자가 감자를 자르고 있다.
main-captions	MSRvid	2012test	0312	3.800	여자가 익힌 문어를 자르고 있다.	한 여성이 문어를 자르고 있다.
main-captions	MSRvid	2012test	0314	0.400	남자가 판자를 뚫고 있다.	개가 물속을 달리고 있다.
main-captions	MSRvid	2012test	0316	0.800	남자가 춤을 추고 있다.	남자가 빵을 먹고 있다.
main-captions	MSRvid	2012test	0317	1.200	누군가 피아노를 치고 있다.	남자가 기타를 치고 있다.
main-captions	MSRvid	2012test	0318	2.800	두 마리의 여우가 벽돌 테라스의 접시에서 먹고 있다.	여우는 접시에서 먹고 있다.
main-captions	MSRvid	2012test	0319	3.200	소년이 키보드를 연주하고 있다.	한 소년이 피아노를 치고 있다.
main-captions	MSRvid	2012test	0320	5.000	사람은 키보드를 친다.	누군가 키보드를 연주하고 있다.
main-captions	MSRvid	2012test	0322	0.000	남자가 총을 쏘고 있다.	남자가 침을 뱉고 있다.
main-captions	MSRvid	2012test	0323	1.000	누군가가 양파를 자르고 있다.	몇몇 사람들은 감자 껍질을 벗기고 있다.
main-captions	MSRvid	2012test	0325	0.000	남자가 수영을 하고 있다.	한 여성이 고기를 자르고 있다.
main-captions	MSRvid	2012test	0327	3.750	남자가 기타를 치고 있다.	한 남자가 어쿠스틱 기타를 연주한다.
main-captions	MSRvid	2012test	0328	0.400	한 여성이 호박을 썰고 있다.	한 여성이 코끼리를 타고 있다.
main-captions	MSRvid	2012test	0329	0.400	여자가 춤을 추고 있다.	여자가 반죽을 반죽하고 있다.
main-captions	MSRvid	2012test	0331	0.600	여자가 그릇에 달걀을 깨고 있다.	한 여성이 선반 위에 꼬치를 놓고 있다.
main-captions	MSRvid	2012test	0332	4.000	차가 도로를 지나고 있다.	차가 도로를 따라 운전하고 있다.
main-captions	MSRvid	2012test	0334	0.400	누군가가 팬에 기름을 바르고 있다.	스모네가 누워 있다.
main-captions	MSRvid	2012test	0335	0.400	남자가 기타를 치고 있다.	남자가 파스타를 뱉고 있다.
