"‘냉부해’ 한상진, 47kg 감량→꾸준히 1일 1식→“감동적인 요리 감사”[종합]"	1일1식보단 아침,점심만 먹고 저녁은 꾸준히 공복유지 하는게 건강에 더 좋은듯	none	none
"‘냉부해’ 한상진, 47kg 감량→꾸준히 1일 1식→“감동적인 요리 감사”[종합]"	1일1식은 난 못하겠네 흐흐 한상진씨 연기잘함	none	none
"‘의사요한’ 이세영, 지성 숨겨진 병력 알고 충격(종합)"	1회에 교도소에서 마취도 없이 자기몸 꿰매는거랑뜨거운 커피말고 차가운거만먹는거보고아랏는데 난 무통증 무감각이라고	none	none
"'위대한 유혹자' 박수영♥우도환, 연애 시작 ""오늘부터 1일"" (종합)"	2%로도 안되는 시청율 ㅎㅎ 연기도 못하더만 이거 때문에 북을 못가? ㅎㅎ	none	none
"“8년째 연애 중”…‘인생술집’ 블락비 유권♥전선혜, 4살차 연상연하 커플"	2,30대 골빈여자들은 이 기사에 다 모이는건가ㅋㅋㅋㅋ 이래서 여자는 투표권 주면 안된다. 엠넷사전투표나 하고 살아야지 계집들은	gender	hate
"[단독] '2월 결혼' 류시원, 웨딩 화보 입수..꼭 잡은 두 손"	2002년도 여름에 봤는데 서지영이랑 스포츠카타고온거...18년전이네 ㅎㅎ	none	none
[스타톡톡] '정소영 남편' 오협 누구?..6세 연상 학구파 배우	2006년 포도밭그사나이에서 흰가운입은 연구원 정소영봐라~!!솔까 대한민국 여배우중에 최고로 이쁘고 단아했다~!!! 급식충들은 멋도모르고 윤아 아이유 떠들겠지만..	others	hate
조선건국의 시작..'나의 나라' 5.0% 자체 최고 경신	200억대 쳐바르고 홍보를 그렇게나했는데 시청률 5.0%가 자랑이라고 올렸냐... 그리고, 남녀 주인공이 비주얼이 너무 심각하고 남녀주연들 사극 말투가 더빙한것마냥 성우스러워서 시청률이 그 모양 그 꼴이잖아...	others	offensive
"[종합]""사생활 유출 범죄 파장""...주진모 휴대폰 해킹→실명보도·2차 피해"	2014년 카톡은 안지우고 지끔까지 갖고 있었다는게 놀랍다~수집하니~지땜에 장씨 날벼락~	none	offensive
"‘임신 8개월차’ 차예련, 무보정 마네킹 각선미"	2016년 사진이래요 ㅋ	none	none
"""섹시미 폭발""..마마무 화사, 시상식 뒤집어놓은 '레드 보디수트' [2018 MAMA②]"	2018년 마마 진정한 승자 화사	none	none
"[★현장스케치]""태양, 다시 만나요""..청성부대 앞 배웅 팬들 운집"	2020년이 올거같냐 영배야ㅋㅋㅋㅋㅋㅋㅋㅋㅋ	none	none
"[단독] 도끼 측 ""해당 업체, 자료 문의에 회신 NO""…법적대응 예고"	206000달러 중 겨우 계약금 수준인 34700을 지불안했다면 뭔 사정이 있을거같아 중립기어 박아요	none	none
"""질투·권태기 無""…오나라♥김도훈, 20년 열애에 커져가는 관심[엑's 이슈]"	20년연애 너무 멋져요 !! 이제 결혼하셔서 행복한 가정이루시길	none	none
"'그것이 알고싶다' 故김성재 편, 방송 불가…""명예훼손 우려""[공식입장]"	20년이 넘었다 부모는 속이 타고 억울하겠지만 이젠 묻어둬야지 그렇다면 억울하게 죽은 사람이 얼마나 많을까? 30년 지난 화성사건은 피해가족들은?그땐 가해자도 되었지만 시간이 지난 오늘은 피해자가 될수있다	none	offensive
"'SKY 캐슬' 오나라, 남자친구 김도훈까지 화제 ""20년째 열애중♥"" [종합]"	20년째 열애중? 너무 길다.	others	none
"[이슈S] 오초희→산이, '이수역 폭행' 사건 언급 후폭풍"	20대 30대 남자 비율보소 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ할짓 드럽게없나봐... 죽자고 덤벼드는거봐ㅠㅠ	gender	hate
송유빈·김소희 추정 키스 사진…열애설 일파만파→소속사 묵묵부답 [종합]	20대다. 연애 많이 해봐라.	others	offensive
이영애 ‘집사부일체’ 출연에 남편 정호영도 관심...‘20살 나이차’	20살차?? ㅉㅉ	others	offensive
"[단독] 배우 박하나, 한의사와 열애 중♥"	21C에 주술사랑 ...	none	none
"""한치 대란 예고"" 화사 '냉장고' 강림한 먹방 여신 ""주량 소주 1병""[종합]"	24살인데 술을먹어 발랑까졋네 고딩때도 먹엇을듯	others	offensive
"[SC초점] '연락두절' 오달수·'미국行' 조근현, 성추문 언제쯤 입 열까?"	25년전이면 한참 팔팔할때.. 오달수도 아마 이십대 초반.. 서로 어렸을때 반콩깠던거 같은데..저렇게 따지면 이세상에 성범죄자 아닌인간이 있을까 무섭다	gender	offensive
[DA:리뷰] 오달수 “다 내 잘못”…A씨·엄지영 “변명 같지만 사과받아” (종합)	25년전이면오달수도 혈기왕성할때인데 그럴수도 있을듯 그리고 이제와서 25년일을 말하는사람도 참 이해못하겠네 혓재에 충실하고 살지 참	gender	none
"""응암동의 최수종"" 이용진, 7년 열애 비연예인 여친과 오늘(14일) 결혼(종합)[Oh!쎈 이슈]"	26년 최수종님처럼 한결 같기는 힘들겠지만 서로 양보하고 배려하며 비슷하게만 살아도 싸울일 반으로 줄이고 아내 행복하게 만들어줌	none	none
"임청하, 결혼 24년 만에 이혼·위자료 2900억?…직접 입장 밝힐까 [종합]"	290억 아니고?	none	none
"'입대 D-11' 서은광의 슬픈 멜로디..비투비, 눈물의 첫 체조경기장[콘서트 종합]"	29살까지 온갖 수단 다 동원해서 입대 연기하며 발악하다가 어쩔수없이 끌려가는게 머가 대단하다고 오바질이야 ㅋㅋ	others	hate
"[종합] ""아들 넷? 그냥 두면 큰다""…'컬투쇼' 임창정이 전한 육아법"	2~30대녀 :(쿵쾅쿵쾅) 꿀꿀꿀!!!!!!	gender	hate
"""현아♥이던, 2년째 교제""..최근 열애를 인정한 커플 6쌍[Oh!쎈 탐구]"	2년 사귀었으면 ... 서로 온몸의 점 위치까지 다알 듯 ㅋㅋㅋ	others	offensive
"구혜선 ""안재현 증오, 망가지길 원했다…더이상 사랑하지 않아"" [전문]"	2년도안되 ㅇㅈㅎ 양아치에게 통수 맞으니 분하겠죠 ......그동안 sns에서 충분히 느낄 수 있었ㆍ새로운 삶을 사세요	none	offensive
"""밤하늘의 ★됐다""..故전미선 사망, 송강호·봉준호·윤시윤 '추모·조문ing'(종합) [Oh!쎈 이슈]"	2박2일은 뭐니? 기레기야	none	hate
"[종합] 강지환 긴급체포…경찰 “성폭행 혐의, 구속영장도 검토”"	2차로 남자집을 왜 가.무조건 남자만 탓 할 일은 아니다.명백히 가려지길...	gender	offensive
"[Oh!쎈 이슈] 추자현, 우효광과 외식→'의식불명설' 종결..소속사 ""조리원서 회복中""(종합)"	2천만원짜리 조리원하며고기집 외식하며...참 가지가지 한다ㅋㅋㅋㅋㅋ관심병으로 더아프신거 아닌감??아무튼 건강하다니 다행이네...ㅋㅋㅋ	others	offensive
"'로맨스는 별책부록' 이종석, 이나영에 키스 했다 [종합]"	30넘어서 공익가는 꼴이란ㅋㅋㅋㅋㅋ진짜 모냥빠진다ㅋㅋㅋ	others	offensive
"[Oh!쎈 이슈]""제작진 말 믿었다""..김재욱·박세미vs'이나리', 악마의 편집 폭로 후폭풍 [전문]"	30대 아줌마들 남에 집에 감놔라배놔라 ㅋㅋㅋㅋㅋ	gender	offensive
"'데뷔 12년차 여유' 현아, 노출 사고에도 당당한 섹시 스타(종합)[Oh!쎈 이슈]"	30대 아줌마들;; 고만들 하세요;	gender	offensive
"조재현 측 ""아들 軍특혜라니? 안전문제 제보하려 했을 뿐""(공식입장)"	30대 여자들은 군대도 안가는데 군대 이야기에 이렇게 관심이 많을까?? 젤 싫어하는 이야기 탑3라면서??	gender	offensive
"고소영, 블랙핑크 제니 덕후 인증 ""너무 귀엽고 ♥스러워"""	30대 여자비율이 가장높은거보니 고소영이뻐요 하는 이유를 알겠다 ^^ 여자들아 진심으로 한마디 하겠는데 30대 여자는 진심으로 여자로 아예안보여요~^^	gender	hate
"'옥문아들' 이혜성 아나운서 ""노메이크업으로 면접, 1200대1 뚫었다"" [포인트:톡]"	30대여자들 한혜진 빙의해서 악플다는거 진짜 안쓰럽고 역겹다 본인인생이나 잘살기를 젊은여자들 질투하지말고	gender	offensive
"[종합] ""청년사업가 됐다""…이창민, JYP·빅히트 거쳐 10년만에 독립"	33살이 청년임? 아저씨아님?	others	hate
"[단독] 김태욱 ""김건모 맞선녀가 우리 직원? 저도 방송 보고 놀라"""	38살 되도록 시집못갔으면 뭔가 문제있는 여자 아닌가?? 건모형 그냥 거르세요...상대할 필요도 없어요...	gender	hate
"‘장동건♥’ 고소영, 생일 꽃다발 받고 환한 미소 “여신 미모”"	38세48세로 잘못적은거아닌가ㅋㅋㅋㅋ할정도로 동안이네요~~~	others	none
"[POP이슈]""웬 날벼락"" 양세종→양동근, '필로폰 투약' 양씨 배우 등장에 곤혹(종합)"	39세라고 나와있구만 ㅡㅡ 양세종은 20대 아님???	none	none
"""정준영 몰카 말렸다""던 승리, 불법 촬영물 유포 혐의 추가 입건..논란ing(종합)[Oh!쎈 이슈]"	3명중에 최종훈이 제일 잘생겼네요♡	none	none
"‘히든싱어5’ 원조가수 홍진영, 걸그룹 출신 지나유 꺾고 최종우승 [종합]"	3번으로 탈락을 면 했군, 이제 술수를 부리지말라~티가난다!	none	none
"'이틀만에 12억 매출' 염따 후드티, 대체 어떤 옷이길래"	3일에 12억원어치 팔만큼 파급력있는 사람입니다. 왜 다들 조롱만 하나요? 잘 알지 못한다면 더더욱 함부로 말하면 안되죠.	none	none
[종합] '불타는 청춘' 대선배 이경진 등장에 '바짝 긴장'	40-50대로 가야지..할매를 부르면 우야노	gender	hate
"‘골든디스크’ 방탄소년단, 2년연속 음반대상 ‘4관왕’..""팀이름 자랑스러워""[종합]"	40대 아줌마 지들 자식들은 피씨방에 있고 엄마들은 방탄 동영상 처보고 있다고 생각해봐라 그래놓고 경포대 문재인 아몰랑 지지하고 어후 토나와	others	hate
"장동윤, 운명적 배우 데뷔→인생작 '녹두전' 만나기까지(종합)"	40대 아줌마들 댓글비율좀봐....	gender	offensive
"'알함브라궁전의 추억' 현빈, 말없이 그라나다 떠났다..박신혜 폭풍눈물[종합]"	40대 여자들이 나이값못하고 현빈 멋있다고 하악하악 거리는거 개극혐ㅋㅋㅋㅋ당신들의 튀어나온 뱃살과 흉측한 얼굴을보고 반성하길바람^^;;;	gender	hate
"'황후의 품격' 신성록, 이엘리야 거짓말 눈치챘다…장나라X최진혁 포옹에 '충격'(종합)"	40대 이모라 집중이 안됨... 20살 초반으로좀 캐스팅좀 ㅠㅜㅠㅜ	gender	offensive
"방탄소년단, 역사 또 썼다…'BTS 떼창' 끌어낸 美 스타디움 공연"	40대늙은이 32% 돌아이련들...쯧쯧쯧	gender	hate
"[단독] 김사랑, 이탈리아 여행 중 추락사고…현재 응급 치료 중"	40살에 폐경에 다리까지 노답이라이 ㅋㅋㅋ	gender	hate
"[단독] 軍 입대 전 마지막 작품?…이종석, 차기작 '영거' 유력"	40살여자랑 로맨스 ㅋㅋ별로다	others	offensive
"""母도 정신적 충격""…구혜선, 안재현 '뒷담화→주취상태서 여성들과 긴밀 연락' 주장 [종합]"	40세 이상 한녀들은 임신도 못하는 사실상 쓸모없는 분리수거 대상	gender	hate
"송혜교, 인형이 나타났다…긴머리로 리즈 경신"	40이다 상관 없다는 넘들 애들이군	others	offensive
이던♥→계약해지→43kg 체중..현아의 모든 것이 '핫이슈' (종합)[Oh!쎈 이슈]	43.1 이라 .. 행복해서 살쪘다는걸 보여주고싶은건가? 아니면 임...신?	gender	offensive
"“52kg→45kg 감량” 박혜경, 다이어트는 최고의 성형[SNS★컷]"	45가 정상인가? 애들이 따라할까 무섭다	others	offensive
"‘TV는 사랑을 싣고’ 김범룡, 45억 빚 청산 후 찾은 첫사랑 ‘국사 선생님과 재회’[어저께TV]"	45억 빚진것도 신기하고, 그 빚을 이미 완전 인기가 저물어도 몇년만에 갚는다는게 더 신기하다. 그러면 홍진영 이런애들은 1년에 얼마 번다는거야 ㅋㅋ	none	none
"‘냉부해’ 한상진, 47kg 감량→꾸준히 1일 1식→“감동적인 요리 감사”[종합]"	47kg면 내 몸무겐데 난 소멸되겠다.ㅎㅎ	none	none
"[단독]‘임신중’ 최지우 ‘사랑의 불시착’ 특별출연 확정, “내일(20일) 촬영”"	47살에 출산?	others	offensive
"경찰, 정준영 자택 '뒤늦은 압수수색'...3년 전과 다른 결과 낼까 [종합]"	4년전정준영카톡이 이게 이렇게 큰일이냐?ㅋ 더럽네정말.. 누가봐도 꼬리짜르기구만	gender	offensive
"장윤정 모친 ‘4억원 사기 혐의’ 구속…육씨, “돈은 빌렸지만 사기는 아냐”"	4억 장윤정에게는 껌값일텐데 비정한딸	others	offensive
"“52kg→45kg 감량” 박혜경, 다이어트는 최고의 성형[SNS★컷]"	52도 빼야되냐	none	none
"“52kg→45kg 감량” 박혜경, 다이어트는 최고의 성형[SNS★컷]"	52면 날씬한건데..	others	none
"“52kg→45kg 감량” 박혜경, 다이어트는 최고의 성형[SNS★컷]"	52키로 딱 좋앙~~~	none	none
[DA:리뷰] 강한나 드레스 다시봐도 파격→“동명이인 논란 아직도 오해” (종합)	52퍼 되는 여자들 강한나 테러하네 ㅋㅋ 그만들 하세요 님들 너무 추해 보임	gender	hate
"'53세' 곽부성, 둘째 얻었다…23살 연하 아내 출산[룩@차이나]"	53살 아빠면 어때 아빠가 곽부성인데.... 축하해요	none	none
"최종훈, 집단 성폭행 의혹…""동석했지만 성관계 NO"" [종합]"	5명이랑 관계하면 거기 아플텐데... 누구말이 맞는건지.. 에휴	gender	offensive
"이승윤 매니저 강현석 “채무관계 인정, 당사자 만나 사과할 것”(전문)"	60만원으로 무슨 5억 피해입은 마냥 폭로하는 놈도 그렇고, 60만원을 안 갚고 쌩깠던 매니저 놈도 그렇고.. 참 안습이다.. 인간들 요즘 왜 그런지 참 ㅉㅉ... 신상털기, 먼지털기가 인생 낙인갑다..	none	none
"'예비신부' 홍윤화, 폭풍 다이어트 돌입…""체중 14kg 감량"""	60에서 14면티가나는데 120에서 14면 흠	none	none
"[주간 연예법정⑥] '도박 논란' 슈 변호인 ""작업당한 빚…6억 변제 의무 없다"""	68%의 아줌마들아. 니들 자식들한테 고운말 하라고 가르치냐? 니들 댓글 모음이나 자식들 보여줘라	gender	offensive
"[★타임워프] '데뷔 20주년' 신화, 소년은 어떻게 전설이 되었나"	6명이서 그깟 20년 한거가지고 참 ㅋㅋㅋㅋㅋㅋㅋㅋ강필주는 혼자 20년 기다리고 참아왔다..	none	offensive
"[Oh!쎈 이슈] 문희준♥소율→최민환♥율희→P군♥유민, 아이돌 3호 부부 탄생(종합)"	6명전부 별론데 그나마 저중에 문희준이 제일 인기많았고 돈 많이 벌었고	none	offensive
"[종합] 김민경 남동생, 9일 사망 비보→애도·위로 물결…'맛녀석' ""정상 방송"""	6월 29일 전미선에 이어 7월 31일 박일 성우님... 올해 몇번째 연예계 비보가 내려오는 거죠?	none	none
"[SC이슈] ""열애NO"" 박서준X박민영, '김비서' ♥케미→열애설 해프닝(종합)"	75% 여성비율 30대 37% ㅎㄷㄷ 능력있는 한국남성분들 국제결혼이 답입니다. 일본여자 노려보세요	gender	offensive
"'불청' 이기찬, 41세 新막내 등장 ""조하나 만나고 싶었다"" (ft.최민용 타령) [종합]"	79년생 하하 아직도 초딩캐릭터 아냐? 김종민도 그렇고 어른 이미지로 가는거 별로 안좋아할텐데	others	none
"'불청' 이기찬, 41세 新막내 등장 ""조하나 만나고 싶었다"" (ft.최민용 타령) [종합]"	82년생김지영이는 못나오나보네 ㅋㅋㅋㅋ	gender	offensive
"[POP초점]""관점의 차이""..정유미X공유, '82년생 김지영' 논란에 드러낸 소신"	82키로 김지영 왜보냐...? 저런 쓰레기 영화 안봄 ㅋ	gender	hate
"[SC초점] '연락두절' 오달수·'미국行' 조근현, 성추문 언제쯤 입 열까?"	90년대일을 이제와서 웨꺼내구 그러시는지 사실맞는지두 확인안되구 참	none	none
"[종합] '하나뿐인 내편' 유이, 이두일 죽고 쫓겨났다…최수종 우연 재회"	9살 딸이 지금까지 본 주말 드라마 중에 제일 재미없어!!하고 끄고 양치하고 잠.. 새나라의 어린이로 만들어주는 드리마.. 최수종배우님 죄송ㅜㅜ	none	offensive
"'SKY캐슬'→'사이코메트리 그녀석'...조병규, 대세 배우로 '우뚝' [종합]"	? 대세배우 ?	none	none
"[단독]추자현♥우효광, 29일 정식 결혼식…아들 돌잔치도 함께 '겹경사'"	? 여태껏 동거한거에요?	others	offensive
"이다해, 달라진 얼굴 분위기..화장 때문? 어플 때문?[★SNS]"	???그냥 눈화장 색이 변한거 같은데.. 뭐가 달라진거죠??톤만 좀 연해진거 같은데..	none	none
"'1대100' 예은 ""전교 8등, 차에서 공부했지만 법대 수시→면접 탈락"""	B급 가수.. 가수라 하기도 애매하다	none	offensive
"“팀, 편히 잠들길”…‘28세’ 아비치 요절…슬픔에 빠진 해외 ★ [종합]"	Edm 천재 박명.수	none	none
"이홍기, 최종훈팬 댓글에 '사이다' 응답 ""잘먹고 잘잔다"""	Ft아일랜드 이홍기 원맨쇼지 ㅋㅋㅋ 나머지 멤버 무쓸모	none	offensive
"토니안, H.O.T. 재결합 무대 소감 ""정말 행복한 시간"""	HOT 팬들은 사람죽일 정도로 극성이였다든데	others	hate
"‘SKY 캐슬’ 김보라 추락, 캐슬에 불러올 파장은?"	JTBC 는 좌빨 방송인데. 이래서 여자들이 문재앙 좋아하나?	gender	hate
"[단독] 이동욱X조승우, '비숲' 작가 JTBC 의학드라마 주인공"	JTBC 드라마는 기대가 하나도 안됨. 본적도 없어. TVN에서 만들면 모를까	others	offensive
"[단독] 양준일, 브랜뉴뮤직과 전속계약 긍정 논의"	JYP에서 연습생 한 3년은 해라	none	none
"[종합] '같이 살래요' 장미희, 김권 악행 전부 알았다 '충격'"	KBS 주말극은 한번씩 꿀잼 노잼 하는것 같다 황금빛 보다가 이건 못보겠다 연기들이 너무 발연기다	others	offensive
"[종합]'VIP' 이상윤, 장나라 아닌 표예진 찾아갔다…'오열'에 포옹 '반전 엔딩'"	KBS 주말드라마 인가요?	none	none
[MBC 연예대상] 이영자 대상! KBS 이어 2관왕…박나래는 올해의 예능인 (종합)	KBS에서 이영자한테 대상준게 이해안됨 안녕하세요 시창률도 그닥인데 차라리 이동국을 주지 왜!	others	offensive
"이슈메이커→엄마 된 이태임, 은퇴 후에도 여전히 '핫'[Oh!쎈 이슈]"	M&A전문가란 직업이 있어요?^^PF금융업억 종사하는데 저런 직업은 처음.ㅋ	none	none
"‘하나뿐인 내편’ 윤진이 “유이 아버지, 내 아버지를 죽인 사람” (종합)"	Mbc 주말 드라마 다시했으면 ㅠㅠ	none	none
"조민기, 사망 전 음성공개 ""딸 대학원 입학, 신경쓰이지 않게…"""	Metoo운동은 무슨 얼어죽을... 마녀사냥이지...youtoo운동으로 대항해야함	gender	hate
"트와이스 미나, 韓 입국에 활동 복귀설+눈물..JYP 측 ""일정 참여 NO""[종합]"	No no japan!!! 필요없다	others	hate
‘정글’ 멸종 위기 대왕조개 채취 논란→사과→태국 당국 고발→이열음 측 “확인 중”[종합]	OOO 조개갖고 개ㅈㄹ하는 태콩이나 개촐싹대는조샌징들이나 ㅈㄴ웃김ㅋㅋㅋ	gender	hate
'유재석♥' 나경은 둘째 출산후 근황…MBC 퇴사 아나운서 모임	OOO들 모임이네. 뉴스에1분도 못나오는 뒷방3류아나라 잃을것도업시 친문좌파 방송국설립하려고 아나퇴사하고 개쌉친아나들. 와꾸만 번지르하고 속은맘충들과동급. 소신지키고 아나로서 소명을다한 배현진이 새삼 이쁘다	others	hate
"김동성 前부인, 상간녀 상대 위자료 청구 소송"	OOO옆에는 OOO들이침흘리면서 있다는걸 모르는뇬들이 있네..무조건 남자혐오증 걸리지말고연예인. 인기인이라면 빤쯔흘리는뇬들이 얼마나 많은지 모르나...	gender	hate
"[종합] '하나뿐인 내편' 유이, 이두일 죽고 쫓겨났다…최수종 우연 재회"	OOO이라서 그런지 울때 표정이 안찡그려지는듯	others	offensive
"잔나비 측 ""SBS 보도 사실무근..허위사실 유포 법적 강력조치"" [공식입장 전문]"	SBS뉴스는 연예가중계냐? 연예인 아니면 기사 쓸거 없어?	none	none
"바다X유진, S.E.S.의 오랜 우정…요정 미모도 열일"	SE$ 아닌가요 이제 Sea Eugene $hoo	none	hate
"[e포토] 박유천, 극과 극 모습"	SM에 핍박 당하고 여기서 다 끝났다고 생각하십니까? 인생은 항상 반전이 있습니다 무죄로 밝혀지면 이제는 배우로 열심히 활동하면 됩니다!	none	none
"‘예비엄마’ 혜박, 남편 외제차 선물에 활짝...“고마워 서방”"	SNS올리는 건 문제 아닌데 이걸 기사로 만들어진다는 게 문제 아닐까?ㅋㅋ	none	none
"TV조선, 송가인 수익금 25% 회수? ""따로 드릴 말씀 없어"" [공식입장]"	TV조선이 띄어줬는데 당연줘야한다고보고 희트곡하나없는데 아무리 그래도행사비를이렇게많이 받다니 이런다 훅갑니다	others	offensive
"'킬빌' 산이, 'I♥몰카' 문구 논란 직접 입장 밝힐까(종합)[Oh!쎈 이슈]"	X 쳤으면 다야???? ㅋㅋㅋㅋㅋㅋㅋㅋ 방송에서 저딴 식으로 표현하는건 문제 있다고 생각하는데. 그리고 몰카범죄룰 우려하는 메세지를 쓸 거 였으면 다르게 표현할 방법이 충분히 많았다. 제발 일차원적으로 생각하지 마세요 좀	none	offensive
'프로듀스X101' 최종 데뷔 그룹명은 'X1(엑스원)'…1등이 데뷔곡 센터	X1의 인기나 인지도는.. 워너원의 1/20도 안될것같습니다..멤버들이.. 매력이 없어요..	none	offensive
"문채원 '나혼산'서 강제소환…김충재 ""같은과 옆자리, 인기많아"" [SC리뷰]"	Xx같은 한국 x 같은법 이라는 승리놈하고 클럽 뭐 어쩌고 관련잇던애 아니엇나? 그런데 얼쩡거리고 드나들던애들 연예계 방송가에서 퇴출하지? 여자연예인들이 인물이 그리도 없어? 내가 추천 좀해주까?	none	hate
"'전역' 지드래곤, 탑 축하에 ♥화답 눈길...빅뱅 귀환으로 위기의 YG 구할까[종합]"	YG 제국 부활하자 빅뱅 컴백해서 방탄 밟자!	none	offensive
